495.97,2186.1,1
733.31,1305.6,1
663.71,1403.7,1
483.91,1287.4,1
500,1500,1
615.31,1343.2,1
614.58,1420.4,1
414.89,656.08,1
650.99,1293.2,1
753.92,1331.5,1
630.19,1506.4,1
681,1316.4,1
776.74,1308.9,1
589.27,1628.7,1
500,1500,1
716.16,1772.6,1
491.87,1516.6,1
598.52,1686,1
527.28,1267.9,1
469.16,1153.2,1
531.37,1691.4,1
461.88,1416.7,1
500,1500,1
459.89,1656.7,1
666.8,1314.2,1
590.53,1318.8,1
742.52,1870.9,1
629.89,1400.3,1
707.95,1237,1
500,1500,1
500,1500,1
667.18,1446.6,1
562.18,1434.9,1
422.38,1536.2,1
453.24,1406.8,1
608.41,1350.2,1
707.71,1349.2,1
554.65,1315.5,1
500,1500,1
734.05,1363,1
534.38,1231.6,1
697.37,1273.1,1
268.01,1394.9,1
500,1500,1
680.86,1226.6,1
681.32,1229.2,1
500,1500,1
540.67,1728.6,1
500,1500,1
684.04,1426,1
607.58,1400.7,1
569.91,1266.6,1
457.33,1543.8,1
629.22,1240.6,1
547.27,1364,1
500,1500,1
577.27,1407.2,1
500,1500,1
500,1500,1
500,1500,1
673.28,1446.8,1
729.43,1365.1,1
755.12,1496.9,1
500,1500,1
428.14,1533,1
500,1500,1
754.05,1318.8,1
504.02,1248.8,1
635.78,1204.8,1
623.47,1260.9,1
300.63,1269.8,1
494.44,1694.8,1
630.78,1334.9,1
500,1500,1
500,1500,1
793.69,1521.4,1
569.71,997.11,1
605.9,1407.9,1
776.37,1304.4,1
259.23,1753.2,1
534.94,1333.9,1
583.75,1431,1
505.96,1854.7,1
670.67,1211.1,1
500,1500,1
414.73,1636.2,1
500,1500,1
513.26,1178.8,1
628.75,1416.4,1
500,1500,1
500,1500,1
654.96,1265.5,1
500,1500,1
500,1500,1
674.8,1504.1,1
500,1500,1
500,1500,1
639.33,1282.6,1
558.92,1436.8,1
724.82,1372.2,1
217.88,1902,2
500,1500,2
453.33,1591.9,2
361.81,1874.4,2
373.47,1557.7,2
619.02,1424.2,2
261.78,1965.1,2
544.66,2025.3,2
500,1500,2
366.36,1949.3,2
500,1500,2
408.85,1954.3,2
353.11,2169.8,2
343.44,2136.3,2
399.49,1921.5,2
511.71,1878.8,2
500,1500,2
458.63,2031.1,2
500,1500,2
354.25,1851,2
337.81,2113.9,2
374.45,2136.4,2
452.31,2116,2
312.24,2042.8,2
410.33,1929.2,2
355.32,2022.2,2
371.14,1980.6,2
500,1500,2
800.7,1673.5,2
364.01,1703.2,2
436.17,1616.4,2
407.62,2025,2
385.9,1780.1,2
397.7,1443.8,2
348.19,1742.1,2
500,1500,2
752.01,2132.8,2
473.82,1821.9,2
500,1500,2
389.35,2216,2
500,1500,2
417.66,2286.9,2
398.74,1920.9,2
357.62,1941.4,2
377.96,1984.9,2
451.59,1874.6,2
369.34,2071.6,2
449.6,1989.6,2
309.31,2191.7,2
346.85,2256.2,2
342.56,2148.2,2
422.43,1366.4,2
388.53,2041.9,2
336.76,2017.6,2
346.7,2126.3,2
262.25,1667.5,2
351.11,2154.2,2
374.11,2077.4,2
497.21,1715.5,2
436.37,2076.2,2
358.78,1807.5,2
384.95,2295.3,2
395.67,2088.3,2
244.06,2220.9,2
336.46,2291,2
423.22,1679.7,2
337.34,2187.8,2
447.34,1418,2
500,1500,2
336.04,2162.6,2
423.21,1913.2,2
433.31,2028.8,2
377.38,2016.7,2
360.88,2018.4,2
340.05,1680.5,2
337.73,2139.9,2
353.11,2169.8,2
423.23,2196.6,2
500,1500,2
905.43,2068.8,2
500,1500,2
362.65,2061.2,2
232.97,1871.2,2
419.47,2033.5,2
386.01,2008.1,2
360.37,2066.9,2
255.83,2138.6,2
324.97,2060.8,2
507.46,1936.2,2
411.43,1780.4,2
323.31,2026.3,2
392.25,1791.2,2
366.6,1941.9,2
372.59,2096.5,2
418.83,2034.4,2
412.1,1920.6,2
385.71,1957.2,2
329.02,2039.8,2
383.49,2064.6,2
323.41,2029.1,2
274.3,2356.8,3
286.62,2348.1,3
398.09,1117.1,3
493.75,878.75,3
557.53,2017.1,3
316.5,1130.4,3
291.32,1153.5,3
1046,1531.3,3
273.02,1100.6,3
231.41,1151.5,3
395.4,2034.1,3
436.81,849.73,3
527.15,1439.7,3
394.31,998.52,3
398,1084.8,3
347.19,1112.1,3
500,1500,3
500,1500,3
333.86,1078.5,3
427.88,1181.4,3
366.16,978.45,3
603.49,1452.8,3
500,1500,3
268.15,1118.2,3
241.97,677.27,3
399.76,863.95,3
500,1500,3
750.12,2292.4,3
394.99,1479.6,3
339.97,876.07,3
316.48,1289.4,3
384.4,1180.5,3
500,1500,3
500,1500,3
453.78,821.53,3
404.78,992.98,3
483.65,1174.5,3
311.61,1066.6,3
395.4,2034.1,3
348.64,1049.9,3
307.38,1017.2,3
500,1500,3
290.43,791.39,3
500,1500,3
327.58,800.95,3
516.98,1017.6,3
289.74,717.14,3
497.36,935.55,3
500,1500,3
500,1500,3
414.87,1208.4,3
398.09,1117.1,3
311.67,1229.5,3
376.54,1225.8,3
500,1500,3
500,1500,3
344.7,1094.6,3
566.69,1556.8,3
414.59,903.35,3
327.32,2418.7,3
362.35,1418.9,3
500,1500,3
320.79,1052.3,3
506.85,964.03,3
506.73,1073.9,3
344.04,737.63,3
429.29,1515.2,3
519.22,1385.5,3
1069.5,2290.3,3
398.42,1207.2,3
519.73,943.34,3
463.84,1338,3
277.02,842.58,3
423.89,930.15,3
357.88,1240.1,3
340.16,1063.4,3
965.48,2298.5,3
996.46,2365.4,3
361.34,1012.4,3
211.42,572.78,3
500,1500,3
401.34,925.13,3
401,1090.1,3
385.63,1157.8,3
396.97,1219.9,3
374.8,801.87,3
396.61,1113.2,3
500,1500,3
500,1500,3
500,1500,3
500,1500,3
240.98,882.22,3
366.36,808.52,3
315.21,725.86,3
500,1500,3
290.43,791.39,3
344.04,1349.5,3
1075.8,2452.5,3
500,1500,3
226.47,2065.4,3
