26.555,12.569,1
24.364,16.277,1
13.554,17.279,1
19.42,20.5,1
21.909,19.933,1
17.306,25.062,1
15.545,17.644,1
17.949,31.062,1
31.086,21.541,1
14.357,27.542,1
21.971,15.78,1
22.305,16.156,1
22.024,15.105,1
22.045,31,1
18.895,32.329,1
17.757,24.291,1
16.976,18.448,1
25.139,15.097,1
36.295,22.497,1
18.341,18.243,1
17.542,36.669,1
31.301,16.451,1
22.391,19.551,1
19.862,16.854,1
26.187,15.186,1
29.262,19.521,1
24.293,31.349,1
22.347,31.689,1
17.962,23.19,1
24.355,32.127,1
31.81,25.742,1
31.365,31.597,1
10.997,15.155,1
19.316,30.097,1
32.192,12.958,1
30.078,30.772,1
19.384,37.349,1
18.623,23.799,1
33.152,23.741,1
18.201,28.607,1
34.476,28.683,1
26.766,32.544,1
12.105,13.512,1
38.297,29.793,1
28.444,34.824,1
23.174,12.266,1
26.868,31.429,1
35.485,21.821,1
25.052,35.723,1
20.366,30.047,1
20.093,19.409,1
25.571,34.82,1
24.775,17.574,1
29.398,30.731,1
29.909,29.862,1
34.212,29.238,1
33.362,21.837,1
29.081,30.496,1
26.713,18.174,1
22.509,16.893,1
20.307,28.936,1
17.569,30.879,1
23.534,32.689,1
18.51,34.479,1
11.261,27.574,1
27.441,30.932,1
19.767,17.643,1
37.552,27.264,1
30.703,29.162,1
27.726,34.521,1
24.915,33.174,1
31.239,19.754,1
18.58,21.726,1
15.774,24.735,1
19.259,27.042,1
30.636,29.886,1
30.664,26.893,1
16.61,23.228,1
25.607,19.143,1
28.219,36.076,1
27.808,18.117,1
26.396,18.53,1
17.427,26.573,1
32.357,19.468,1
26.58,13.151,1
25.933,18.103,1
31.862,15.301,1
29.574,20.181,1
33.017,29.706,1
27.046,35.067,1
18.596,21.435,1
34.245,21.364,1
17.713,24.456,1
20.399,16.248,1
28.68,31.643,1
24.008,32.773,1
20.403,32.28,1
17.853,21.667,1
33.057,16.53,1
26.511,31.916,1
14.6,28.254,1
26.953,34.082,1
17.312,26.424,1
31.711,28.024,1
33.131,27.331,1
30.08,21.276,1
17.064,24.993,1
14.472,16.478,1
27.238,17.352,1
33.582,30.034,1
28.29,17.748,1
24.301,38.674,1
20.129,29.573,1
20.015,35.433,1
21.104,33.853,1
20.774,35.447,1
12.461,26.12,1
29.068,30.925,1
19.648,36.519,1
13.071,32.096,1
23.205,37.38,1
19.659,27.95,1
18.409,27.299,1
14.94,23.221,1
20.675,20.168,1
17.907,21.299,1
19.14,22.436,1
22.505,14.076,1
23.977,31.71,1
31.26,24.068,1
30.835,33.195,1
34.32,29.61,1
19.652,17.707,1
23.967,16.993,1
26.691,13.027,1
24.592,18.605,1
20.533,29.884,1
12.704,27.188,1
18.792,18.832,1
30.859,29.582,1
15.953,28.435,1
20.323,30.56,1
31.078,31.846,1
